run_id,contact_id,brief_id,level,level_name,stratum,gender,formal,gender_paired,ocean_source,lifecycle_stage,used_model,provider,model,tier,ok,skipped,error,rules_accepted,rules_failures,rules_unchecked,seconds,chars
smoke-terra-low-p241-ladder-c11,11,1,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
smoke-terra-low-p241-ladder-c11,11,26,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
smoke-terra-low-p241-ladder-c11,11,10,0,generic,linked,m,True,1,inferred,loyal_active,0,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
smoke-terra-low-p241-ladder-c11,11,1,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,352
smoke-terra-low-p241-ladder-c11,11,26,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,125
smoke-terra-low-p241-ladder-c11,11,10,1,merge,linked,m,True,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,360
smoke-terra-low-p241-ladder-c11,11,1,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.48,351
smoke-terra-low-p241-ladder-c11,11,26,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.53,127
smoke-terra-low-p241-ladder-c11,11,10,2,morphology,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.38,363
smoke-terra-low-p241-ladder-c11,11,1,3a,linguistic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.8,259
smoke-terra-low-p241-ladder-c11,11,26,3b,purchases,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.02,126
smoke-terra-low-p241-ladder-c11,11,26,3c,reviews,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.52,126
smoke-terra-low-p241-ladder-c11,11,1,3d,role,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,0,role,,,,,0.0,0
smoke-terra-low-p241-ladder-c11,11,1,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.47,351
smoke-terra-low-p241-ladder-c11,11,26,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.37,140
smoke-terra-low-p241-ladder-c11,11,10,3,behaviour,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.09,343
smoke-terra-low-p241-ladder-c11,11,26,4,aspects,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.1,133
smoke-terra-low-p241-ladder-c11,11,1,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.47,248
smoke-terra-low-p241-ladder-c11,11,26,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.4,172
smoke-terra-low-p241-ladder-c11,11,10,5,psychographic,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.79,381
smoke-terra-low-p241-ladder-c11,11,26,6a,recommendations,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.14,206
smoke-terra-low-p241-ladder-c11,11,26,6b,topics,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.75,133
smoke-terra-low-p241-ladder-c11,11,10,6c,lifecycle,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.69,372
smoke-terra-low-p241-ladder-c11,11,26,6d,pricing,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.08,369
smoke-terra-low-p241-ladder-c11,11,1,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.46,286
smoke-terra-low-p241-ladder-c11,11,26,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.48,215
smoke-terra-low-p241-ladder-c11,11,10,6,hyper,linked,m,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.39,345
