run_id,contact_id,brief_id,level,level_name,stratum,gender,formal,gender_paired,ocean_source,lifecycle_stage,used_model,provider,model,tier,ok,skipped,error,rules_accepted,rules_failures,rules_unchecked,seconds,chars
smoke-terra-ladder-c4,4,1,0,generic,linked,f,False,1,inferred,loyal_active,0,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,330
smoke-terra-ladder-c4,4,26,0,generic,linked,f,False,1,inferred,loyal_active,0,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,105
smoke-terra-ladder-c4,4,10,0,generic,linked,f,False,1,inferred,loyal_active,0,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,341
smoke-terra-ladder-c4,4,1,1,merge,linked,f,False,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,341
smoke-terra-ladder-c4,4,26,1,merge,linked,f,False,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,115
smoke-terra-ladder-c4,4,10,1,merge,linked,f,False,1,inferred,loyal_active,0,,,,1,,,1,,,0.0,351
smoke-terra-ladder-c4,4,1,2,morphology,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,9.32,339
smoke-terra-ladder-c4,4,26,2,morphology,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.8,117
smoke-terra-ladder-c4,4,10,2,morphology,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.38,349
smoke-terra-ladder-c4,4,1,3a,linguistic,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,10.19,339
smoke-terra-ladder-c4,4,26,3b,purchases,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.3,116
smoke-terra-ladder-c4,4,26,3c,reviews,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.78,116
smoke-terra-ladder-c4,4,1,3d,role,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.41,339
smoke-terra-ladder-c4,4,1,3,behaviour,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.65,247
smoke-terra-ladder-c4,4,26,3,behaviour,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.07,116
smoke-terra-ladder-c4,4,10,3,behaviour,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.82,349
smoke-terra-ladder-c4,4,26,4,aspects,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.24,112
smoke-terra-ladder-c4,4,1,5,psychographic,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.83,269
smoke-terra-ladder-c4,4,26,5,psychographic,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.68,112
smoke-terra-ladder-c4,4,10,5,psychographic,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,0,REGISTER_MISMATCH,,6.27,343
smoke-terra-ladder-c4,4,26,6a,recommendations,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,4.99,152
smoke-terra-ladder-c4,4,26,6b,topics,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,5.71,177
smoke-terra-ladder-c4,4,10,6c,lifecycle,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.55,359
smoke-terra-ladder-c4,4,26,6d,pricing,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.37,345
smoke-terra-ladder-c4,4,1,6,hyper,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,6.63,313
smoke-terra-ladder-c4,4,26,6,hyper,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,1,,,7.96,213
smoke-terra-ladder-c4,4,10,6,hyper,linked,f,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,1,,,0,REGISTER_MISMATCH,,8.33,256
